True_Label,Predicted_Label,Confidence_Score,Correct
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Late_blight,Potato___Late_blight,0.9548,True
Potato___Early_blight,Potato___Early_blight,0.7078,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.6904,True
Potato___Early_blight,Potato___Early_blight,0.9305,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___healthy,Potato___healthy,0.5219,True
Potato___healthy,Potato___healthy,0.9700,True
Potato___healthy,Potato___healthy,0.7972,True
Potato___Early_blight,Potato___Early_blight,0.9995,True
Potato___Early_blight,Potato___Early_blight,0.9992,True
Potato___Late_blight,Potato___Late_blight,0.9989,True
Potato___Late_blight,Potato___Late_blight,0.9653,True
Potato___Early_blight,Potato___Early_blight,0.9998,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9989,True
Potato___Early_blight,Potato___Early_blight,0.9532,True
Potato___Late_blight,Potato___Late_blight,0.9899,True
Potato___Late_blight,Potato___Late_blight,0.9989,True
Potato___Late_blight,Potato___Late_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9563,True
Potato___healthy,Potato___healthy,0.9723,True
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Late_blight,Potato___Late_blight,0.9136,True
Potato___healthy,Potato___healthy,0.9160,True
Potato___Late_blight,Potato___Late_blight,0.9948,True
Potato___Late_blight,Potato___Late_blight,0.9983,True
Potato___healthy,Potato___healthy,0.9747,True
Potato___Late_blight,Potato___Late_blight,0.9685,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Late_blight,Potato___Late_blight,0.9781,True
Potato___Late_blight,Potato___Late_blight,0.9903,True
Potato___Late_blight,Potato___Late_blight,0.9037,True
Potato___healthy,Potato___healthy,0.4590,True
Potato___Late_blight,Potato___Late_blight,0.9952,True
Potato___Late_blight,Potato___Late_blight,0.9991,True
Potato___Late_blight,Potato___Late_blight,0.9959,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___Early_blight,Potato___Early_blight,0.9907,True
Potato___Late_blight,Potato___Late_blight,0.9866,True
Potato___Early_blight,Potato___Early_blight,1.0000,True
Potato___Early_blight,Potato___Early_blight,0.9642,True
Potato___Early_blight,Potato___Early_blight,0.9874,True
Potato___Early_blight,Potato___Early_blight,0.9031,True
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Late_blight,Potato___Late_blight,0.9939,True
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Early_blight,Potato___Early_blight,1.0000,True
Potato___Early_blight,Potato___Early_blight,0.9900,True
Potato___Early_blight,Potato___Early_blight,0.9994,True
Potato___Early_blight,Potato___Early_blight,0.9970,True
Potato___Early_blight,Potato___Early_blight,0.9991,True
Potato___Late_blight,Potato___Late_blight,0.9200,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9839,True
Potato___healthy,Potato___healthy,0.9859,True
Potato___Late_blight,Potato___Late_blight,0.9937,True
Potato___Early_blight,Potato___Early_blight,0.9995,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___healthy,Potato___healthy,0.6216,True
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Late_blight,Potato___Late_blight,0.9469,True
Potato___Late_blight,Potato___Late_blight,0.9996,True
Potato___Late_blight,Potato___Late_blight,0.9989,True
Potato___Early_blight,Potato___Early_blight,0.9944,True
Potato___Late_blight,Potato___Late_blight,0.9993,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.9847,True
Potato___Late_blight,Potato___Late_blight,0.9881,True
Potato___Early_blight,Potato___Early_blight,0.8765,True
Potato___Early_blight,Potato___Early_blight,0.9987,True
Potato___healthy,Potato___healthy,0.9549,True
Potato___Late_blight,Potato___Late_blight,0.9995,True
Potato___Late_blight,Potato___Late_blight,0.9583,True
Potato___Early_blight,Potato___Early_blight,0.8955,True
Potato___Late_blight,Potato___Late_blight,0.9978,True
Potato___Late_blight,Potato___Late_blight,0.9275,True
Potato___Early_blight,Potato___Early_blight,0.9558,True
Potato___healthy,Potato___healthy,0.9795,True
Potato___Early_blight,Potato___Early_blight,0.9577,True
Potato___Early_blight,Potato___Early_blight,0.7952,True
Potato___Late_blight,Potato___Late_blight,0.9920,True
Potato___Late_blight,Potato___Late_blight,0.9879,True
Potato___Early_blight,Potato___Early_blight,0.4717,True
Potato___Late_blight,Potato___Late_blight,0.9985,True
Potato___Late_blight,Potato___Late_blight,0.9993,True
Potato___Late_blight,Potato___Late_blight,0.9995,True
Potato___Late_blight,Potato___Late_blight,0.9464,True
Potato___Early_blight,Potato___Early_blight,0.9909,True
Potato___Early_blight,Potato___Early_blight,1.0000,True
Potato___Early_blight,Potato___Early_blight,0.9983,True
Potato___Late_blight,Potato___Late_blight,0.9886,True
Potato___Late_blight,Potato___Late_blight,0.9985,True
Potato___Late_blight,Potato___Late_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9965,True
Potato___Late_blight,Potato___Late_blight,0.9961,True
Potato___Late_blight,Potato___Late_blight,0.9939,True
Potato___Early_blight,Potato___Early_blight,0.9984,True
Potato___Late_blight,Potato___Late_blight,0.9885,True
Potato___Early_blight,Potato___Early_blight,0.9503,True
Potato___Early_blight,Potato___Early_blight,0.9876,True
Potato___Late_blight,Potato___Late_blight,0.9600,True
Potato___Late_blight,Potato___Late_blight,0.9998,True
Potato___Early_blight,Potato___Early_blight,0.9514,True
Potato___Late_blight,Potato___Late_blight,0.7663,True
Potato___Late_blight,Potato___Late_blight,0.9971,True
Potato___Early_blight,Potato___Early_blight,0.9260,True
Potato___Late_blight,Potato___Late_blight,0.9955,True
Potato___Late_blight,Potato___Late_blight,0.9966,True
Potato___Late_blight,Potato___Late_blight,0.9325,True
Potato___Late_blight,Potato___Late_blight,0.9914,True
Potato___Early_blight,Potato___Early_blight,0.9973,True
Potato___Late_blight,Potato___Late_blight,0.9425,True
Potato___Early_blight,Potato___Early_blight,0.7592,True
Potato___Early_blight,Potato___Early_blight,0.9776,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9902,True
Potato___Late_blight,Potato___Late_blight,0.9933,True
Potato___Late_blight,Potato___Late_blight,0.9062,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___Late_blight,Potato___Late_blight,0.9985,True
Potato___Late_blight,Potato___Late_blight,0.9996,True
Potato___Late_blight,Potato___Late_blight,0.9985,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9993,True
Potato___Early_blight,Potato___Early_blight,0.9776,True
Potato___Early_blight,Potato___Early_blight,0.9985,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.9869,True
Potato___Late_blight,Potato___Late_blight,0.9987,True
Potato___Early_blight,Potato___Early_blight,0.9456,True
Potato___Late_blight,Potato___Late_blight,0.8885,True
Potato___Late_blight,Potato___Late_blight,0.9553,True
Potato___Late_blight,Potato___Late_blight,0.9991,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Late_blight,Potato___Late_blight,0.9986,True
Potato___Early_blight,Potato___Early_blight,0.9994,True
Potato___Late_blight,Potato___Late_blight,0.9983,True
Potato___Late_blight,Potato___Late_blight,0.9399,True
Potato___Early_blight,Potato___Early_blight,0.9982,True
Potato___Early_blight,Potato___Early_blight,0.9981,True
Potato___Late_blight,Potato___Late_blight,0.9524,True
Potato___Early_blight,Potato___Early_blight,0.9998,True
Potato___Early_blight,Potato___Early_blight,0.9789,True
Potato___Early_blight,Potato___Early_blight,0.9993,True
Potato___Early_blight,Potato___Early_blight,0.9859,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___healthy,Potato___healthy,0.9860,True
Potato___Early_blight,Potato___Early_blight,0.9994,True
Potato___Early_blight,Potato___Early_blight,0.8053,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.7801,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9995,True
Potato___Late_blight,Potato___Late_blight,0.9979,True
Potato___Early_blight,Potato___Early_blight,0.9992,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___Late_blight,Potato___Late_blight,0.9829,True
Potato___Early_blight,Potato___Early_blight,0.9961,True
Potato___Late_blight,Potato___Late_blight,0.9980,True
Potato___Late_blight,Potato___Late_blight,0.9979,True
Potato___Early_blight,Potato___Early_blight,0.9955,True
Potato___Early_blight,Potato___Early_blight,0.9812,True
Potato___Early_blight,Potato___Early_blight,0.9124,True
Potato___Late_blight,Potato___Late_blight,0.9913,True
Potato___Late_blight,Potato___Late_blight,0.9537,True
Potato___Late_blight,Potato___Late_blight,0.9853,True
Potato___Late_blight,Potato___Late_blight,0.9989,True
Potato___healthy,Potato___healthy,0.9784,True
Potato___Late_blight,Potato___Late_blight,0.9880,True
Potato___Early_blight,Potato___Early_blight,0.9870,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9859,True
Potato___Early_blight,Potato___Early_blight,0.9974,True
Potato___Late_blight,Potato___Late_blight,0.9785,True
Potato___Early_blight,Potato___Early_blight,0.9620,True
Potato___healthy,Potato___healthy,0.9839,True
Potato___Late_blight,Potato___Late_blight,0.9929,True
Potato___Late_blight,Potato___Late_blight,0.9922,True
Potato___Early_blight,Potato___Early_blight,0.9290,True
Potato___Late_blight,Potato___Late_blight,0.9431,True
Potato___Late_blight,Potato___Late_blight,0.9780,True
Potato___Late_blight,Potato___Late_blight,0.9989,True
Potato___Early_blight,Potato___Early_blight,0.9944,True
Potato___Early_blight,Potato___Early_blight,0.9917,True
Potato___Late_blight,Potato___Late_blight,0.9861,True
Potato___Early_blight,Potato___Early_blight,0.8765,True
Potato___Late_blight,Potato___Late_blight,0.9583,True
Potato___Late_blight,Potato___Late_blight,0.9192,True
Potato___Late_blight,Potato___Late_blight,0.9685,True
Potato___Late_blight,Potato___Late_blight,0.9985,True
Potato___Late_blight,Potato___Late_blight,0.8774,True
Potato___Late_blight,Potato___Late_blight,0.9994,True
Potato___healthy,Potato___healthy,0.8966,True
Potato___Late_blight,Potato___Late_blight,0.9989,True
Potato___Early_blight,Potato___Early_blight,0.9991,True
Potato___Late_blight,Potato___Late_blight,0.9703,True
Potato___Early_blight,Potato___Early_blight,0.9981,True
Potato___Early_blight,Potato___Early_blight,0.9369,True
Potato___Early_blight,Potato___Early_blight,0.9861,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.9950,True
Potato___Late_blight,Potato___Late_blight,0.9407,True
Potato___Early_blight,Potato___Early_blight,0.9933,True
Potato___Early_blight,Potato___Early_blight,0.9742,True
Potato___Early_blight,Potato___Early_blight,0.9974,True
Potato___Late_blight,Potato___Late_blight,0.9987,True
Potato___Late_blight,Potato___Late_blight,0.9989,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___Late_blight,Potato___Late_blight,0.9453,True
Potato___Early_blight,Potato___Early_blight,0.9990,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9973,True
Potato___Late_blight,Potato___Late_blight,0.9749,True
Potato___Early_blight,Potato___Early_blight,0.9991,True
Potato___Early_blight,Potato___Early_blight,0.9979,True
Potato___Late_blight,Potato___Late_blight,0.9998,True
Potato___Late_blight,Potato___Late_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9989,True
Potato___healthy,Potato___healthy,0.9756,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.9998,True
Potato___Late_blight,Potato___Late_blight,0.9997,True
Potato___Late_blight,Potato___Late_blight,0.9997,True
Potato___Late_blight,Potato___Late_blight,0.9703,True
Potato___Early_blight,Potato___Early_blight,0.9331,True
Potato___Late_blight,Potato___Late_blight,0.9992,True
Potato___Early_blight,Potato___Early_blight,0.8927,True
Potato___Early_blight,Potato___Early_blight,0.9205,True
Potato___Early_blight,Potato___Early_blight,0.9995,True
Potato___Late_blight,Potato___Late_blight,0.9979,True
Potato___Early_blight,Potato___Early_blight,0.9402,True
Potato___Early_blight,Potato___Early_blight,0.9983,True
Potato___Early_blight,Potato___Early_blight,0.9964,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9955,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9579,True
Potato___Late_blight,Potato___Late_blight,0.8512,True
Potato___Late_blight,Potato___Late_blight,0.9986,True
Potato___Late_blight,Potato___Late_blight,0.9990,True
Potato___Early_blight,Potato___Early_blight,0.9982,True
Potato___Late_blight,Potato___Late_blight,0.9803,True
Potato___healthy,Potato___healthy,0.9845,True
Potato___Early_blight,Potato___Early_blight,0.9975,True
Potato___Early_blight,Potato___Early_blight,0.9986,True
Potato___Late_blight,Potato___Late_blight,0.9909,True
Potato___Late_blight,Potato___Late_blight,0.8900,True
Potato___Early_blight,Potato___Early_blight,0.9887,True
Potato___Late_blight,Potato___Late_blight,0.9988,True
Potato___Late_blight,Potato___Late_blight,0.9331,True
Potato___Early_blight,Potato___Early_blight,0.9992,True
Potato___Late_blight,Potato___Late_blight,0.9840,True
Potato___Early_blight,Potato___Early_blight,0.9823,True
Potato___healthy,Potato___healthy,0.9600,True
Potato___Late_blight,Potato___Late_blight,0.9955,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9998,True
Potato___Late_blight,Potato___Late_blight,0.9993,True
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Early_blight,Potato___Early_blight,0.9990,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___healthy,Potato___healthy,0.9263,True
Potato___Late_blight,Potato___Late_blight,0.9996,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9608,True
Potato___Late_blight,Potato___Late_blight,0.9909,True
Potato___Early_blight,Potato___Early_blight,0.9991,True
Potato___Late_blight,Potato___Late_blight,0.9872,True
Potato___healthy,Potato___healthy,0.9856,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Late_blight,Potato___Late_blight,0.9808,True
Potato___Late_blight,Potato___Late_blight,0.9995,True
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Late_blight,Potato___Late_blight,0.9985,True
Potato___Late_blight,Potato___Late_blight,0.9461,True
Potato___Early_blight,Potato___Early_blight,0.9835,True
Potato___healthy,Potato___healthy,0.9938,True
Potato___Early_blight,Potato___Early_blight,0.9995,True
Potato___Late_blight,Potato___Late_blight,0.9706,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___Late_blight,Potato___Late_blight,0.9800,True
Potato___Early_blight,Potato___Early_blight,0.9608,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.9313,True
Potato___Early_blight,Potato___Early_blight,0.9948,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9833,True
Potato___Late_blight,Potato___Late_blight,0.9995,True
Potato___healthy,Potato___healthy,0.9438,True
Potato___healthy,Potato___healthy,0.9971,True
Potato___Early_blight,Potato___Early_blight,0.9003,True
Potato___Early_blight,Potato___Early_blight,0.9987,True
Potato___Early_blight,Potato___Early_blight,0.9876,True
Potato___Early_blight,Potato___Early_blight,0.9787,True
Potato___Early_blight,Potato___Early_blight,0.9988,True
Potato___Early_blight,Potato___Early_blight,0.9984,True
Potato___Early_blight,Potato___Early_blight,0.9988,True
Potato___Late_blight,Potato___Late_blight,0.5882,True
Potato___Early_blight,Potato___Early_blight,0.9989,True
Potato___healthy,Potato___healthy,0.9367,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.9371,True
Potato___healthy,Potato___healthy,0.9272,True
Potato___healthy,Potato___healthy,0.7818,True
Potato___Late_blight,Potato___Late_blight,0.9909,True
Potato___Late_blight,Potato___Late_blight,0.9964,True
Potato___Late_blight,Potato___Late_blight,0.9595,True
Potato___Late_blight,Potato___Late_blight,0.9332,True
Potato___Early_blight,Potato___Early_blight,0.9899,True
Potato___Early_blight,Potato___Early_blight,0.9944,True
Potato___Late_blight,Potato___Late_blight,0.9885,True
Potato___Early_blight,Potato___Early_blight,0.9957,True
Potato___Early_blight,Potato___Early_blight,0.9998,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.9961,True
Potato___Early_blight,Potato___Early_blight,0.6477,True
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Late_blight,Potato___Late_blight,0.9970,True
Potato___Early_blight,Potato___Early_blight,0.9862,True
Potato___Early_blight,Potato___Early_blight,0.9877,True
Potato___Early_blight,Potato___Early_blight,0.8824,True
Potato___healthy,Potato___healthy,0.8750,True
Potato___Late_blight,Potato___Late_blight,0.9880,True
Potato___Early_blight,Potato___Early_blight,0.9986,True
Potato___healthy,Potato___healthy,0.9922,True
Potato___healthy,Potato___healthy,0.9660,True
Potato___Early_blight,Potato___Early_blight,0.9998,True
Potato___Late_blight,Potato___Late_blight,0.9842,True
Potato___Late_blight,Potato___Late_blight,0.9785,True
Potato___Early_blight,Potato___Early_blight,0.7287,True
Potato___Late_blight,Potato___Late_blight,0.9989,True
Potato___healthy,Potato___healthy,0.9516,True
Potato___Early_blight,Potato___Early_blight,0.9865,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9962,True
Potato___Early_blight,Potato___Early_blight,0.9980,True
Potato___healthy,Potato___healthy,0.7894,True
Potato___Late_blight,Potato___Late_blight,0.9897,True
Potato___Late_blight,Potato___Late_blight,0.9998,True
Potato___Late_blight,Potato___Late_blight,0.9991,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___Late_blight,Potato___Late_blight,0.9964,True
Potato___Late_blight,Potato___Late_blight,0.9993,True
Potato___Late_blight,Potato___Late_blight,0.9874,True
Potato___Late_blight,Potato___Late_blight,0.9835,True
Potato___Early_blight,Potato___Early_blight,0.9993,True
Potato___Late_blight,Potato___Late_blight,0.9993,True
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Late_blight,Potato___Late_blight,0.9988,True
Potato___Early_blight,Potato___Early_blight,0.9688,True
Potato___Late_blight,Potato___Late_blight,0.9994,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9983,True
Potato___Late_blight,Potato___Late_blight,0.9964,True
Potato___Late_blight,Potato___Late_blight,0.9995,True
Potato___Early_blight,Potato___Early_blight,0.9329,True
Potato___Late_blight,Potato___Late_blight,0.9946,True
Potato___Late_blight,Potato___Late_blight,0.9810,True
Potato___Late_blight,Potato___Late_blight,0.6813,True
Potato___Late_blight,Potato___Late_blight,0.9891,True
Potato___Late_blight,Potato___Late_blight,0.9918,True
Potato___Late_blight,Potato___Late_blight,0.9991,True
Potato___healthy,Potato___healthy,0.9846,True
Potato___Early_blight,Potato___Early_blight,0.9990,True
Potato___Late_blight,Potato___Late_blight,0.9975,True
Potato___healthy,Potato___healthy,0.9951,True
Potato___Early_blight,Potato___Early_blight,0.9995,True
Potato___Early_blight,Potato___Early_blight,0.9989,True
Potato___healthy,Potato___healthy,0.9825,True
Potato___Late_blight,Potato___Late_blight,0.9584,True
Potato___Early_blight,Potato___Early_blight,0.7613,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___Late_blight,Potato___Late_blight,0.6437,True
Potato___Late_blight,Potato___Late_blight,0.7743,True
Potato___Early_blight,Potato___Early_blight,0.9992,True
Potato___Late_blight,Potato___Late_blight,0.8889,True
Potato___Late_blight,Potato___Late_blight,0.9993,True
Potato___Early_blight,Potato___Early_blight,0.9824,True
Potato___Early_blight,Potato___Early_blight,0.9572,True
Potato___Early_blight,Potato___Early_blight,0.9940,True
Potato___Early_blight,Potato___Early_blight,0.9888,True
Potato___Early_blight,Potato___Early_blight,0.9993,True
Potato___Early_blight,Potato___Early_blight,0.9906,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9860,True
Potato___Early_blight,Potato___Early_blight,0.9893,True
Potato___Early_blight,Potato___Early_blight,0.9661,True
Potato___Early_blight,Potato___Early_blight,1.0000,True
Potato___Early_blight,Potato___Early_blight,0.9979,True
Potato___Late_blight,Potato___Late_blight,0.9940,True
Potato___Late_blight,Potato___Late_blight,0.9891,True
Potato___Late_blight,Potato___Late_blight,0.9348,True
Potato___Early_blight,Potato___Early_blight,0.9962,True
Potato___Late_blight,Potato___Late_blight,0.9069,True
Potato___Late_blight,Potato___Late_blight,0.9498,True
Potato___Early_blight,Potato___Early_blight,0.8356,True
Potato___Early_blight,Potato___Early_blight,1.0000,True
Potato___Early_blight,Potato___Early_blight,0.9972,True
Potato___Late_blight,Potato___Late_blight,0.9935,True
Potato___Late_blight,Potato___Late_blight,0.7412,True
Potato___Late_blight,Potato___Late_blight,0.9565,True
Potato___healthy,Potato___healthy,0.9720,True
Potato___Early_blight,Potato___Early_blight,1.0000,True
Potato___Early_blight,Potato___Early_blight,0.9652,True
Potato___Early_blight,Potato___Early_blight,0.9756,True
Potato___Early_blight,Potato___Early_blight,0.9950,True
Potato___Early_blight,Potato___Early_blight,0.9894,True
Potato___Early_blight,Potato___Early_blight,0.9970,True
Potato___Early_blight,Potato___Early_blight,0.9525,True
Potato___Late_blight,Potato___Late_blight,0.9988,True
Potato___Late_blight,Potato___Late_blight,0.9902,True
Potato___Late_blight,Potato___Late_blight,0.9994,True
Potato___Late_blight,Potato___Late_blight,0.9850,True
Potato___Late_blight,Potato___Late_blight,0.9782,True
Potato___Late_blight,Potato___Late_blight,0.9932,True
Potato___Early_blight,Potato___Early_blight,0.9987,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9995,True
Potato___Early_blight,Potato___Early_blight,0.9355,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9992,True
Potato___Early_blight,Potato___Early_blight,0.9865,True
Potato___Early_blight,Potato___Early_blight,0.9964,True
Potato___Early_blight,Potato___Early_blight,0.9978,True
Potato___Late_blight,Potato___Late_blight,0.9998,True
Potato___Late_blight,Potato___Late_blight,0.9841,True
Potato___Early_blight,Potato___Early_blight,0.9941,True
Potato___Late_blight,Potato___Late_blight,0.9476,True
Potato___Early_blight,Potato___Early_blight,0.9864,True
Potato___healthy,Potato___healthy,0.9686,True
Potato___Early_blight,Potato___Early_blight,0.9985,True
Potato___Late_blight,Potato___Late_blight,0.6932,True
Potato___healthy,Potato___healthy,0.9821,True
Potato___Late_blight,Potato___Late_blight,0.9486,True
Potato___Late_blight,Potato___Late_blight,0.9983,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Late_blight,Potato___Late_blight,0.9985,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___Late_blight,Potato___Late_blight,0.9883,True
Potato___Late_blight,Potato___Late_blight,0.9978,True
Potato___Early_blight,Potato___Early_blight,0.8365,True
Potato___Late_blight,Potato___Late_blight,0.9988,True
Potato___Early_blight,Potato___Early_blight,0.9825,True
Potato___Late_blight,Potato___Late_blight,0.9892,True
Potato___Late_blight,Potato___Late_blight,1.0000,True
Potato___healthy,Potato___healthy,0.8750,True
Potato___Late_blight,Potato___Late_blight,0.9781,True
Potato___healthy,Potato___healthy,0.9922,True
Potato___Late_blight,Potato___Late_blight,0.9768,True
Potato___Late_blight,Potato___Late_blight,0.9772,True
Potato___Late_blight,Potato___Late_blight,0.9972,True
Potato___Late_blight,Potato___Late_blight,0.9790,True
Potato___Early_blight,Potato___Early_blight,0.9991,True
Potato___Late_blight,Potato___Late_blight,0.7294,True
Potato___Early_blight,Potato___Early_blight,0.9998,True
Potato___Early_blight,Potato___Early_blight,0.9997,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.9896,True
Potato___Early_blight,Potato___Early_blight,0.9954,True
Potato___Early_blight,Potato___Early_blight,0.9956,True
Potato___Early_blight,Potato___Early_blight,0.9968,True
Potato___Early_blight,Potato___Early_blight,0.9994,True
Potato___Late_blight,Potato___Late_blight,0.9853,True
Potato___Late_blight,Potato___Late_blight,0.9972,True
Potato___Early_blight,Potato___Early_blight,0.9995,True
Potato___Early_blight,Potato___Early_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.9969,True
Potato___Late_blight,Potato___Late_blight,0.9913,True
Potato___Late_blight,Potato___Late_blight,0.9519,True
Potato___Early_blight,Potato___Early_blight,0.9967,True
Potato___Early_blight,Potato___Early_blight,0.9991,True
Potato___Late_blight,Potato___Late_blight,0.9828,True
Potato___Late_blight,Potato___Late_blight,0.9855,True
Potato___Early_blight,Potato___Early_blight,0.9963,True
Potato___Late_blight,Potato___Late_blight,0.9953,True
Potato___Late_blight,Potato___Late_blight,0.7586,True
Potato___Early_blight,Potato___Early_blight,0.9671,True
Potato___Early_blight,Potato___Early_blight,0.9788,True
Potato___Late_blight,Potato___Late_blight,0.9993,True
Potato___Late_blight,Potato___Late_blight,0.9689,True
Potato___Early_blight,Potato___Early_blight,0.9920,True
Potato___Late_blight,Potato___Late_blight,0.9900,True
Potato___Early_blight,Potato___Early_blight,0.9996,True
Potato___Early_blight,Potato___Early_blight,0.9935,True
Potato___Early_blight,Potato___Early_blight,0.9947,True
Potato___Early_blight,Potato___Early_blight,0.9375,True
Potato___Early_blight,Potato___Early_blight,0.9990,True
Potato___Late_blight,Potato___Late_blight,0.9980,True
Potato___Early_blight,Potato___Early_blight,0.9988,True
Potato___Late_blight,Potato___Late_blight,0.9662,True
Potato___Early_blight,Potato___Early_blight,0.9980,True
Potato___Early_blight,Potato___Early_blight,0.7705,True
Potato___healthy,Potato___healthy,0.6438,True
Potato___Late_blight,Potato___Late_blight,0.9999,True
Potato___Early_blight,Potato___Early_blight,0.7578,True
Potato___Early_blight,Potato___Early_blight,0.9516,True
Potato___Late_blight,Potato___Late_blight,0.9803,True
Potato___Late_blight,Potato___Late_blight,0.9994,True
Potato___Late_blight,Potato___Late_blight,0.9848,True
Potato___Late_blight,Potato___Late_blight,0.9923,True
Potato___Early_blight,Potato___Early_blight,0.9961,True
Potato___Early_blight,Potato___Early_blight,0.9927,True
Potato___Late_blight,Potato___Late_blight,0.6877,True
Potato___Early_blight,Potato___Early_blight,0.9975,True
Potato___Late_blight,Potato___healthy,0.6158,False
Potato___Early_blight,Potato___Early_blight,0.5794,True
Potato___Early_blight,Potato___Early_blight,0.9828,True
Potato___Early_blight,Potato___Early_blight,0.9994,True
Potato___Late_blight,Potato___Late_blight,0.9979,True
Potato___Early_blight,Potato___Early_blight,1.0000,True
Potato___healthy,Potato___healthy,0.9975,True
Potato___Early_blight,Potato___Early_blight,0.9975,True
Potato___Late_blight,Potato___Late_blight,0.9245,True
Potato___Late_blight,Potato___Late_blight,0.9963,True
